Déplacement (mm);Force (N)
13.93;13692.04
13.93;13692.04
13.93;13692.04
13.98;13692.04
13.98;13692.04
13.98;13692.04
13.98;13692.04
13.98;13692.04
13.98;13676.05
13.98;13660.05
13.98;13644.06
13.98;13644.06
13.98;13628.06
14.04;13628.06
14.04;13628.06
14.04;13644.06
14.04;13660.05
14.04;13676.05
14.04;13676.05
14.04;13708.04
14.04;13692.04
14.04;13708.04
14.04;13692.04
14.04;13708.04
14.04;13692.04
14.04;13692.04
14.04;13676.05
14.04;13676.05
14.09;13692.04
14.09;13676.05
14.09;13676.05
14.09;13692.04
14.09;13692.04
14.09;13708.04
14.09;13708.04
14.09;13740.03
14.09;13740.03
14.15;13724.03
14.15;13724.03
14.15;13740.03
14.15;13724.03
14.15;13724.03
14.15;13708.04
14.15;13692.04
14.15;13676.05
14.15;13676.05
14.15;13676.05
14.15;13676.05
14.15;13676.05
14.15;13692.04
14.15;13724.03
14.15;13724.03
14.15;13740.03
14.21;13692.04
14.21;13740.03
14.21;13756.02
14.21;13740.03
14.21;13756.02
14.21;13740.03
14.21;13756.02
14.21;13740.03
14.21;13756.02
14.21;13740.03
14.26;13740.03
14.26;13740.03
14.26;13724.03
14.26;13724.03
14.26;13740.03
14.26;13724.03
14.26;13740.03
14.26;13724.03
14.26;13740.03
14.26;13708.04
14.26;13724.03
14.26;13740.03
14.26;13756.02
14.32;13724.03
14.32;13724.03
14.32;13740.03
14.32;13740.03
14.32;13756.02
14.32;13740.03
14.32;13756.02
14.32;13772.02
14.32;13756.02
14.32;13772.02
14.32;13756.02
14.32;13772.02
14.32;13740.03
14.32;13740.03
14.32;13708.04
14.32;13724.03
14.32;13724.03
14.38;13692.04
14.38;13708.04
14.38;13740.03
14.38;13740.03
14.38;13756.02
14.38;13772.02
14.38;13788.01
14.38;13788.01
14.38;13804.01
14.38;13788.01
14.38;13804.01
14.38;13788.01
14.38;13804.01
14.43;13804.01
14.43;13804.01
14.43;13804.01
14.43;13804.01
14.43;13804.01
14.43;13788.01
14.43;13772.02
14.43;13772.02
14.43;13756.02
14.43;13756.02
14.43;13756.02
14.43;13756.02
14.43;13772.02
14.43;13788.01
14.49;13740.03
14.49;13740.03
14.49;13756.02
14.49;13772.02
14.49;13788.01
14.49;13804.01
14.49;13804.01
14.49;13820
14.54;13804.01
14.54;13820
14.54;13804.01
14.54;13820
14.54;13804.01
14.54;13836
14.54;13820
14.54;13836
14.54;13820
14.54;13820
14.54;13788.01
14.54;13804.01
14.54;13772.02
14.54;13788.01
14.54;13804.01
14.6;13772.02
14.6;13804.01
14.6;13820
14.6;13820
14.6;13852
14.6;13836
14.6;13852
14.6;13836
14.6;13852
14.6;13820
14.6;13836
14.6;13804.01
14.6;13820
14.6;13820
14.66;13804.01
14.66;13804.01
14.66;13836
14.66;13820
14.66;13836
14.66;13836
14.66;13852
14.66;13852
14.66;13867.99
14.66;13852
14.66;13867.99
14.66;13852
14.66;13867.99
14.66;13852
14.71;13836
14.71;13836
14.71;13852
14.71;13820
14.71;13852
14.71;13836
14.71;13852
14.71;13852
14.71;13867.99
14.71;13883.99
14.77;13867.99
14.77;13883.99
14.77;13899.98
14.77;13883.99
14.77;13899.98
14.77;13867.99
14.77;13883.99
14.77;13852
14.77;13867.99
14.77;13836
14.77;13867.99
14.77;13867.99
14.77;13867.99
14.77;13883.99
14.82;13836
14.82;13852
14.82;13867.99
14.82;13867.99
14.82;13899.98
14.82;13883.99
14.82;13899.98
14.82;13867.99
14.82;13883.99
14.82;13867.99
14.82;13883.99
14.88;13852
14.88;13883.99
14.88;13852
14.88;13867.99
14.88;13867.99
14.88;13883.99
14.88;13867.99
14.88;13899.98
14.88;13899.98
14.88;13915.98
14.88;13915.98
14.88;13931.97
14.88;13931.97
14.88;13931.97
14.94;13915.98
14.94;13915.98
14.94;13899.98
14.94;13915.98
14.94;13899.98
14.94;13915.98
14.94;13883.99
14.94;13899.98
14.94;13883.99
14.94;13899.98
14.94;13867.99
14.94;13899.98
14.99;13883.99
14.99;13899.98
14.99;13899.98
14.99;13915.98
14.99;13899.98
14.99;13915.98
14.99;13915.98
14.99;13931.97
14.99;13915.98
14.99;13931.97
14.99;13915.98
14.99;13931.97
14.99;13931.97
14.99;13915.98
15.05;13915.98
15.05;13915.98
15.05;13899.98
15.05;13915.98
15.05;13899.98
15.05;13915.98
15.05;13915.98
15.05;13947.97
15.05;13963.96
15.05;13979.96
15.1;13947.97
15.1;13963.96
15.1;13963.96
15.1;13979.96
15.1;13963.96
15.1;13963.96
15.1;13947.97
15.1;13947.97
15.1;13931.97
15.1;13931.97
15.1;13915.98
15.1;13915.98
15.1;13915.98
15.1;13931.97
15.1;13947.97
15.16;13931.97
15.16;13947.97
15.16;13963.96
15.16;13947.97
15.16;13963.96
15.16;13947.97
15.16;13963.96
15.16;13963.96
15.16;13963.96
15.16;13963.96
15.22;13947.97
15.22;13963.96
15.22;13963.96
15.22;13947.97
15.22;13963.96
15.22;13963.96
15.22;13963.96
15.22;13963.96
15.22;13979.96
15.27;13979.96
15.27;13979.96
15.27;13979.96
15.27;13979.96
15.27;13979.96
15.27;13979.96
15.27;13979.96
15.27;13979.96
15.27;13963.96
15.27;13963.96
15.27;13947.97
15.27;13963.96
15.27;13947.97
15.27;13963.96
15.27;13947.97
15.27;13979.96
15.27;13963.96
15.27;13995.95
15.27;13995.95
15.27;14011.95
15.33;14011.95
15.33;14011.95
15.33;13995.95
15.33;14011.95
15.33;13995.95
15.33;13995.95
15.33;13963.96
15.33;13979.96
15.33;13947.97
15.33;13963.96
15.39;13931.97
15.39;13947.97
15.39;13931.97
15.39;13979.96
15.39;13979.96
15.39;14011.95
15.39;14011.95
15.39;14043.94
15.39;14027.94
15.39;14043.94
15.39;14043.94
15.39;14059.93
15.44;14027.94
15.44;14043.94
15.44;14011.95
15.44;14027.94
15.44;13995.95
15.44;14011.95
15.44;13979.96
15.44;14011.95
15.44;13995.95
15.44;14011.95
15.44;14011.95
15.44;14043.94
15.44;14043.94
15.44;14043.94
15.5;14027.94
15.5;14043.94
15.5;14027.94
15.5;14043.94
15.5;14011.95
15.5;14027.94
15.5;13995.95
15.5;14011.95
15.5;13995.95
15.5;14011.95
15.55;13979.96
15.55;13979.96
15.55;13995.95
15.55;14043.94
15.55;14043.94
15.55;14075.93
15.55;14059.93
15.55;14075.93
15.55;14075.93
15.55;14091.93
15.55;14075.93
15.55;14059.93
15.55;14043.94
15.61;14059.93
15.61;14043.94
15.61;14027.94
15.61;13995.95
15.61;14011.95
15.61;13995.95
15.61;14011.95
15.61;13995.95
15.61;14027.94
15.61;14011.95
15.61;14043.94
15.61;14043.94
15.61;14075.93
15.61;14091.93
15.67;14059.93
15.67;14075.93
15.67;14107.92
15.67;14075.93
15.67;14091.93
15.67;14059.93
15.67;14059.93
15.67;14027.94
15.67;14043.94
15.67;14011.95
15.67;14027.94
15.67;14043.94
15.72;14011.95
15.72;14043.94
15.72;14075.93
15.72;14075.93
15.72;14107.92
15.72;14091.93
15.72;14107.92
15.72;14107.92
15.72;14107.92
15.72;14091.93
15.72;14107.92
15.72;14091.93
15.72;14107.92
15.72;14075.93
15.72;14091.93
15.72;14059.93
15.72;14059.93
15.78;14059.93
15.78;14027.94
15.78;14043.94
15.78;14075.93
15.78;14059.93
15.78;14091.93
15.78;14107.92
15.78;14123.92
15.83;14091.93
15.83;14107.92
15.83;14107.92
15.83;14123.92
15.83;14107.92
15.83;14123.92
15.83;14091.93
15.83;14091.93
15.83;14075.93
15.83;14091.93
15.83;14075.93
15.83;14091.93
15.89;14091.93
15.89;14123.92
15.89;14123.92
15.89;14139.91
15.89;14139.91
15.89;14155.91
15.89;14123.92
15.89;14139.91
15.89;14107.92
15.89;14123.92
15.89;14091.93
15.89;14091.93
15.89;14091.93
15.89;14075.93
15.89;14107.92
15.95;14075.93
15.95;14091.93
15.95;14123.92
15.95;14123.92
15.95;14139.91
15.95;14139.91
15.95;14155.91
15.95;14155.91
15.95;14155.91
15.95;14123.92
15.95;14139.91
16;14139.91
16;14139.91
16;14107.92
16;14123.92
16;14107.92
16;14123.92
16;14123.92
16;14139.91
16;14139.91
16;14171.9
16;14187.9
16.06;14155.91
16.06;14171.9
16.06;14187.9
16.06;14171.9
16.06;14171.9
16.06;14139.91
16.06;14155.91
16.06;14123.92
16.06;14123.92
16.06;14107.92
16.06;14123.92
16.06;14139.91
16.12;14107.92
16.12;14123.92
16.12;14171.9
16.12;14155.91
16.12;14187.9
16.12;14171.9
16.12;14187.9
16.12;14171.9
16.12;14187.9
16.12;14155.91
16.12;14171.9
16.12;14139.91
16.12;14155.91
16.12;14139.91
16.17;14123.92
16.17;14123.92
16.17;14139.91
16.17;14139.91
16.17;14171.9
16.17;14171.9
16.17;14187.9
16.17;14171.9
16.17;14203.89
16.17;14187.9
16.17;14219.89
16.17;14203.89
16.17;14219.89
16.17;14187.9
16.17;14203.89
16.17;14171.9
16.17;14187.9
16.17;14171.9
16.23;14155.91
16.23;14139.91
16.23;14171.9
16.23;14139.91
16.23;14171.9
16.23;14155.91
16.23;14187.9
16.23;14203.89
16.23;14219.89
16.28;14187.9
16.28;14203.89
16.28;14203.89
16.28;14219.89
16.28;14203.89
16.28;14219.89
16.28;14187.9
16.28;14203.89
16.28;14203.89
16.34;14187.9
16.34;14171.9
16.34;14203.89
16.34;14203.89
16.34;14219.89
16.34;14219.89
16.34;14235.88
16.34;14219.89
16.34;14251.88
16.34;14251.88
16.34;14219.89
16.34;14235.88
16.34;14219.89
16.34;14187.9
16.4;14235.88
16.4;14203.89
16.4;14171.9
16.4;14171.9
16.4;14187.9
16.4;14187.9
16.4;14203.89
16.4;14203.89
16.4;14235.88
16.4;14219.89
16.4;14251.88
16.4;14235.88
16.4;14267.87
16.4;14267.87
16.45;14251.88
16.45;14235.88
16.45;14251.88
16.45;14219.89
16.45;14235.88
16.45;14187.9
16.45;14203.89
16.45;14171.9
16.45;14187.9
16.45;14171.9
16.45;14203.89
16.45;14235.88
16.45;14267.87
16.51;14203.89
16.51;14235.88
16.51;14251.88
16.51;14283.87
16.51;14267.87
16.51;14283.87
16.51;14251.88
16.51;14267.87
16.51;14235.88
16.51;14251.88
16.51;14235.88
16.56;14219.89
16.56;14219.89
16.56;14251.88
16.56;14251.88
16.56;14267.87
16.56;14267.87
16.56;14283.87
16.56;14283.87
16.56;14299.87
16.56;14283.87
16.56;14267.87
16.56;14251.88
16.56;14235.88
16.56;14219.89
16.56;14235.88
16.62;14267.87
16.62;14251.88
16.62;14235.88
16.62;14219.89
16.62;14203.89
16.62;14203.89
16.62;14219.89
16.62;14267.87
16.62;14267.87
16.62;14299.87
16.62;14283.87
16.62;14315.86
16.62;14331.86
16.68;14315.86
16.68;14299.87
16.68;14315.86
16.68;14283.87
16.68;14283.87
16.68;14267.87
16.68;14267.87
16.68;14267.87
16.68;14283.87
16.73;14251.88
16.73;14267.87
16.73;14267.87
16.73;14299.87
16.73;14283.87
16.73;14299.87
16.73;14283.87
16.73;14299.87
16.73;14299.87
16.73;14315.86
16.73;14299.87
16.73;14315.86
16.73;14299.87
16.73;14315.86
16.73;14315.86
16.79;14299.87
16.79;14299.87
16.79;14315.86
16.79;14299.87
16.79;14315.86
16.79;14315.86
16.79;14315.86
16.85;14299.87
16.85;14299.87
16.85;14283.87
16.85;14299.87
16.85;14267.87
16.85;14283.87
16.85;14267.87
16.85;14283.87
16.85;14267.87
16.85;14283.87
16.85;14283.87
16.85;14299.87
16.85;14299.87
16.85;14315.86
16.85;14315.86
16.85;14331.86
16.85;14347.85
16.85;14347.85
16.9;14331.86
16.9;14331.86
16.9;14331.86
16.9;14347.85
16.9;14331.86
16.9;14331.86
16.9;14315.86
16.9;14331.86
16.9;14299.87
16.9;14315.86
16.9;14299.87
16.9;14299.87
16.9;14315.86
16.96;14299.87
16.96;14283.87
16.96;14283.87
16.96;14299.87
16.96;14315.86
16.96;14315.86
16.96;14347.85
16.96;14331.86
16.96;14363.85
16.96;14363.85
16.96;14379.84
17.01;14347.85
17.01;14347.85
17.01;14379.84
17.01;14363.85
17.01;14363.85
17.01;14379.84
17.01;14363.85
17.01;14363.85
17.01;14347.85
17.01;14347.85
17.01;14331.86
17.01;14331.86
17.01;14331.86
17.07;14331.86
17.07;14315.86
17.07;14315.86
17.07;14315.86
17.07;14347.85
17.07;14347.85
17.07;14379.84
17.07;14379.84
17.07;14395.84
17.13;14363.85
17.13;14363.85
17.13;14379.84
17.13;14395.84
17.13;14363.85
17.13;14379.84
17.13;14347.85
17.13;14363.85
17.13;14331.86
17.13;14347.85
17.13;14315.86
17.13;14347.85
17.13;14331.86
17.13;14363.85
17.13;14411.83
17.18;14363.85
17.18;14395.84
17.18;14379.84
17.18;14395.84
17.18;14411.83
17.18;14395.84
17.18;14411.83
17.18;14379.84
17.18;14395.84
17.18;14363.85
17.18;14379.84
17.18;14363.85
17.18;14379.84
17.18;14411.83
17.24;14347.85
17.24;14347.85
17.24;14363.85
17.24;14395.84
17.24;14427.83
17.24;14411.83
17.24;14427.83
17.24;14411.83
17.24;14427.83
17.24;14395.84
17.24;14379.84
17.24;14363.85
17.29;14395.84
17.29;14363.85
17.29;14347.85
17.29;14347.85
17.29;14379.84
17.29;14379.84
17.29;14411.83
17.29;14411.83
17.29;14443.82
17.29;14427.83
17.29;14459.82
17.29;14427.83
17.29;14459.82
17.29;14427.83
17.29;14411.83
17.29;14395.84
17.35;14427.83
17.35;14395.84
17.35;14379.84
17.35;14379.84
17.35;14411.83
17.35;14395.84
17.35;14411.83
17.35;14427.83
17.41;14411.83
17.41;14427.83
17.41;14443.82
17.41;14427.83
17.41;14443.82
17.41;14427.83
17.41;14443.82
17.41;14411.83
17.41;14427.83
17.41;14427.83
17.41;14427.83
17.41;14427.83
17.46;14411.83
17.46;14395.84
17.46;14395.84
17.46;14411.83
17.46;14427.83
17.46;14427.83
17.46;14459.82
17.46;14443.82
17.46;14459.82
17.46;14443.82
17.46;14475.81
17.46;14443.82
17.46;14475.81
17.46;14443.82
17.46;14459.82
17.46;14443.82
17.46;14443.82
17.52;14427.83
17.52;14411.83
17.52;14411.83
17.52;14443.82
17.52;14427.83
17.52;14459.82
17.52;14443.82
17.52;14475.81
17.52;14459.82
17.52;14491.81
17.52;14491.81
17.58;14475.81
17.58;14475.81
17.58;14491.81
17.58;14459.82
17.58;14475.81
17.58;14443.82
17.58;14443.82
17.58;14427.83
17.58;14427.83
17.58;14443.82
17.63;14411.83
17.63;14411.83
17.63;14411.83
17.63;14443.82
17.63;14475.81
17.63;14475.81
17.63;14491.81
17.63;14475.81
17.63;14507.81
17.63;14507.81
17.63;14507.81
17.63;14491.81
17.69;14491.81
17.69;14491.81
17.69;14491.81
17.69;14475.81
17.69;14475.81
17.69;14459.82
17.69;14459.82
17.69;14443.82
17.69;14459.82
17.69;14475.81
17.69;14491.81
17.69;14507.81
17.69;14507.81
17.69;14507.81
17.74;14443.82
17.74;14475.81
17.74;14491.81
17.74;14491.81
17.74;14491.81
17.74;14491.81
17.74;14507.81
17.74;14491.81
17.74;14491.81
17.74;14475.81
17.74;14491.81
17.74;14475.81
17.74;14491.81
17.74;14475.81
17.74;14507.81
17.74;14507.81
17.74;14523.8
17.8;14491.81
17.8;14491.81
17.8;14507.81
17.8;14523.8
17.8;14507.81
17.8;14523.8
17.8;14507.81
17.8;14523.8
17.86;14507.81
17.86;14523.8
17.86;14507.81
17.86;14523.8
17.86;14507.81
17.86;14507.81
17.86;14459.82
17.86;14443.82
17.86;14395.84
17.86;14379.84
17.86;14331.86
17.86;14315.86
17.86;14267.87
17.86;14267.87
17.86;14235.88
17.86;14187.9
17.86;14155.91
17.86;14091.93
17.86;14059.93
17.86;14043.94
17.86;14043.94
17.86;14027.94
17.86;14027.94
17.86;14011.95
17.86;14011.95
17.86;13995.95
17.86;14011.95
17.86;13979.96
17.86;13995.95
17.86;13979.96
17.86;13979.96
17.86;13963.96
17.86;13979.96
17.86;13947.97
17.86;13963.96
17.86;13931.97
17.86;13963.96
17.86;13931.97
17.86;13947.97
17.86;13915.98
17.86;13931.97
17.86;13915.98
17.86;13931.97
17.86;13899.98
17.86;13915.98
17.86;13899.98
17.86;13915.98
17.86;13883.99
17.86;13899.98
17.86;13883.99
17.86;13899.98
17.86;13899.98
17.86;13867.99
17.86;13883.99
17.86;13867.99
17.86;13867.99
17.86;13852
17.86;13867.99
17.86;13852
17.86;13867.99
17.86;13836
17.86;13852
17.86;13852
17.86;13836
17.86;13852
17.86;13820
17.86;13836
17.86;13820
17.86;13836
17.86;13820
17.86;13836
17.86;13804.01
17.86;13820
17.86;13804.01
17.86;13820
17.86;13804.01
17.86;13836
17.86;13963.96
17.86;14139.91
17.86;14411.83
17.91;14235.88
17.91;14107.92
17.91;14059.93
17.91;13883.99
17.91;13836
17.91;14267.87
17.91;14475.81
17.91;14555.79
17.91;14555.79
17.91;14571.79
17.91;14523.8
17.91;14523.8
17.91;14507.81
17.91;14475.81
17.91;14491.81
17.91;14523.8
17.97;14507.81
17.97;14491.81
17.97;14523.8
17.97;14571.79
17.97;14571.79
17.97;14603.78
17.97;14587.78
17.97;14603.78
17.97;14603.78
18.02;14587.78
18.02;14587.78
18.02;14603.78
18.02;14571.79
18.02;14571.79
18.02;14555.79
18.02;14555.79
18.02;14539.8
18.02;14539.8
18.02;14523.8
18.02;14539.8
18.02;14523.8
18.02;14555.79
18.02;14571.79
18.02;14571.79
18.02;14587.78
18.08;14523.8
18.08;14523.8
18.08;14555.79
18.08;14555.79
18.08;14555.79
18.08;14571.79
18.08;14587.78
18.08;14571.79
18.08;14587.78
18.08;14571.79
18.08;14587.78
18.08;14571.79
18.08;14587.78
18.08;14587.78
18.14;14571.79
18.14;14571.79
18.14;14587.78
18.14;14555.79
18.14;14571.79
18.14;14555.79
18.14;14571.79
18.14;14555.79
18.14;14571.79
18.14;14587.78
18.14;14587.78
18.14;14587.78
18.19;14571.79
18.19;14571.79
18.19;14571.79
18.19;14571.79
18.19;14587.78
18.19;14571.79
18.19;14587.78
18.19;14571.79
18.19;14603.78
18.19;14587.78
18.19;14603.78
18.19;14603.78
18.25;14571.79
18.25;14571.79
18.25;14603.78
18.25;14571.79
18.25;14587.78
18.25;14571.79
18.25;14587.78
18.25;14571.79
18.25;14587.78
18.25;14603.78
18.25;14619.77
18.25;14619.77
18.31;14571.79
18.31;14587.78
18.31;14603.78
18.31;14603.78
18.31;14619.77
18.31;14603.78
18.31;14619.77
18.31;14603.78
18.31;14619.77
18.31;14603.78
18.31;14619.77
18.31;14619.77
18.36;14603.78
18.36;14587.78
18.36;14619.77
18.36;14587.78
18.36;14619.77
18.36;14587.78
18.36;14603.78
18.36;14587.78
18.36;14619.77
18.36;14587.78
18.36;14619.77
18.36;14603.78
18.36;14603.78
18.36;14603.78
18.36;14603.78
18.36;14635.77
18.42;14587.78
18.42;14587.78
18.42;14587.78
18.42;14587.78
18.42;14603.78
18.42;14619.77
18.42;14651.76
18.42;14635.77
18.42;14667.76
18.42;14651.76
18.42;14667.76
18.42;14651.76
18.42;14651.76
18.47;14635.77
18.47;14635.77
18.47;14619.77
18.47;14619.77
18.47;14587.78
18.47;14603.78
18.47;14587.78
18.47;14571.79
18.47;14603.78
18.47;14635.77
18.53;14571.79
18.53;14603.78
18.53;14619.77
18.53;14651.76
18.53;14635.77
18.53;14667.76
18.53;14651.76
18.53;14667.76
18.53;14635.77
18.53;14667.76
18.53;14651.76
18.53;14635.77
18.59;14635.77
18.59;14619.77
18.59;14619.77
18.59;14635.77
18.59;14619.77
18.59;14651.76
18.59;14651.76
18.59;14683.75
18.59;14667.76
18.59;14683.75
18.59;14683.75
18.59;14683.75
18.59;14667.76
18.59;14651.76
18.64;14667.76
18.64;14667.76
18.64;14651.76
18.64;14635.77
18.64;14635.77
18.64;14651.76
18.64;14651.76
18.64;14667.76
18.64;14651.76
18.64;14683.75
18.64;14683.75
18.64;14683.75
18.7;14667.76
18.7;14667.76
18.7;14667.76
18.7;14683.75
18.7;14651.76
18.7;14667.76
18.7;14635.77
18.7;14651.76
18.7;14619.77
18.7;14651.76
18.7;14619.77
18.7;14651.76
18.7;14651.76
18.7;14683.75
18.7;14699.75
18.75;14635.77
18.75;14651.76
18.75;14667.76
18.75;14683.75
18.75;14699.75
18.75;14683.75
18.75;14715.75
18.75;14699.75
18.75;14715.75
18.75;14699.75
18.75;14699.75
18.75;14699.75
18.81;14683.75
18.81;14699.75
18.81;14683.75
18.81;14667.76
18.81;14683.75
18.81;14667.76
18.81;14683.75
18.81;14667.76
18.81;14683.75
18.81;14683.75
18.81;14683.75
18.81;14699.75
18.81;14715.75
18.87;14667.76
18.87;14683.75
18.87;14699.75
18.87;14715.75
18.87;14699.75
18.87;14715.75
18.87;14699.75
18.87;14715.75
18.87;14699.75
18.87;14715.75
18.87;14699.75
18.87;14715.75
18.87;14715.75
18.87;14715.75
18.87;14731.74
18.92;14699.75
18.92;14699.75
18.92;14699.75
18.92;14715.75
18.92;14731.74
18.92;14699.75
18.92;14715.75
18.92;14715.75
18.92;14715.75
18.92;14731.74
18.98;14683.75
18.98;14699.75
18.98;14699.75
18.98;14715.75
18.98;14731.74
18.98;14715.75
18.98;14731.74
18.98;14715.75
18.98;14731.74
18.98;14715.75
18.98;14731.74
18.98;14731.74
19.04;14715.75
19.04;14699.75
19.04;14715.75
19.04;14699.75
19.04;14715.75
19.04;14699.75
19.04;14715.75
19.04;14699.75
19.04;14731.74
19.04;14715.75
19.04;14747.74
19.04;14747.74
19.04;14763.73
19.04;14763.73
19.09;14731.74
19.09;14731.74
19.09;14747.74
19.09;14747.74
19.09;14763.73
19.09;14747.74
19.09;14763.73
19.09;14747.74
19.09;14747.74
19.09;14747.74
19.15;14731.74
19.15;14731.74
19.15;14731.74
19.15;14715.75
19.15;14747.74
19.15;14715.75
19.15;14731.74
19.15;14715.75
19.15;14731.74
19.15;14715.75
19.15;14731.74
19.15;14715.75
19.15;14747.74
19.15;14763.73
19.15;14763.73
19.2;14731.74
19.2;14747.74
19.2;14747.74
19.2;14779.73
19.2;14763.73
19.2;14779.73
19.2;14763.73
19.2;14779.73
19.2;14779.73
19.2;14779.73
19.2;14779.73
19.2;14763.73
19.26;14763.73
19.26;14763.73
19.26;14763.73
19.26;14779.73
19.26;14763.73
19.26;14747.74
19.26;14747.74
19.26;14779.73
19.26;14747.74
19.26;14763.73
19.26;14747.74
19.26;14779.73
19.26;14779.73
19.26;14779.73
19.32;14747.74
19.32;14763.73
19.32;14763.73
19.32;14795.72
19.32;14779.73
19.32;14795.72
19.32;14779.73
19.32;14795.72
19.32;14779.73
19.32;14795.72
19.32;14763.73
19.32;14779.73
19.32;14779.73
19.32;14763.73
19.37;14763.73
19.37;14747.74
19.37;14731.74
19.37;14747.74
19.37;14731.74
19.37;14763.73
19.37;14763.73
19.37;14795.72
19.37;14795.72
19.37;14811.72
19.37;14827.71
19.37;14827.71
19.43;14811.72
19.43;14811.72
19.43;14795.72
19.43;14811.72
19.43;14779.73
19.43;14795.72
19.43;14763.73
19.43;14779.73
19.43;14763.73
19.43;14779.73
19.43;14763.73
19.43;14795.72
19.43;14811.72
19.43;14827.71
19.48;14779.73
19.48;14795.72
19.48;14811.72
19.48;14827.71
19.48;14811.72
19.48;14827.71
19.48;14811.72
19.48;14795.72
19.48;14811.72
19.48;14811.72
19.48;14811.72
19.54;14795.72
19.54;14795.72
19.54;14779.73
19.54;14795.72
19.54;14811.72
19.54;14811.72
19.54;14843.71
19.54;14827.71
19.54;14843.71
19.54;14843.71
19.54;14843.71
19.6;14827.71
19.6;14827.71
19.6;14811.72
19.6;14827.71
19.6;14811.72
19.6;14827.71
19.6;14795.72
19.6;14811.72
19.6;14779.73
19.6;14795.72
19.6;14779.73
19.6;14811.72
19.6;14827.71
19.6;14843.71
19.65;14795.72
19.65;14811.72
19.65;14827.71
19.65;14859.7
19.65;14843.71
19.65;14859.7
19.65;14843.71
19.65;14859.7
19.65;14827.71
19.65;14843.71
19.65;14827.71
19.65;14827.71
19.65;14827.71
19.71;14811.72
19.71;14811.72
19.71;14795.72
19.71;14811.72
19.71;14843.71
19.71;14843.71
19.71;14859.7
19.71;14875.7
19.71;14875.7
19.71;14859.7
19.71;14859.7
19.77;14843.71
19.77;14859.7
19.77;14875.7
19.77;14843.71
19.77;14843.71
19.77;14843.71
19.77;14843.71
19.77;14859.7
19.77;14827.71
19.77;14843.71
19.77;14811.72
19.77;14827.71
19.77;14795.72
19.77;14827.71
19.77;14859.7
19.82;14827.71
19.82;14843.71
19.82;14875.7
19.82;14859.7
19.82;14875.7
19.82;14859.7
19.82;14875.7
19.82;14859.7
19.82;14875.7
19.82;14859.7
19.82;14875.7
19.82;14859.7
19.82;14875.7
19.82;14875.7
19.88;14859.7
19.88;14859.7
19.88;14891.69
19.88;14875.7
19.88;14891.69
19.88;14891.69
19.88;14891.69
19.93;14875.7
19.93;14875.7
19.93;14875.7
19.93;14875.7
19.93;14859.7
19.93;14875.7
19.93;14859.7
19.93;14875.7
19.93;14843.71
19.93;14859.7
19.93;14843.71
19.93;14859.7
19.93;14843.71
19.93;14859.7
19.93;14843.71
19.93;14875.7
19.93;14891.69
19.99;14859.7
19.99;14875.7
19.99;14907.69
19.99;14891.69
19.99;14907.69
19.99;14891.69
19.99;14907.69
19.99;14907.69
19.99;14891.69
19.99;14907.69
19.99;14907.69
20.05;14891.69
20.05;14891.69
20.05;14891.69
20.05;14907.69
20.05;14891.69
20.05;14907.69
20.05;14891.69
20.05;14907.69
20.05;14907.69
20.05;14907.69
20.05;14907.69
20.1;14891.69
20.1;14891.69
20.1;14891.69
20.1;14891.69
20.1;14907.69
20.1;14891.69
20.1;14923.69
20.1;14891.69
20.1;14907.69
20.1;14891.69
20.1;14907.69
20.1;14907.69
20.1;14907.69
20.1;14923.69
20.16;14891.69
20.16;14891.69
20.16;14907.69
20.16;14891.69
20.16;14891.69
20.16;14923.69
20.16;14907.69
20.16;14907.69
20.16;14923.69
20.16;14907.69
20.16;14923.69
20.16;14891.69
20.16;14923.69
20.16;14907.69
20.16;14939.68
20.16;14955.68
20.21;14923.69
20.21;14939.68
20.21;14923.69
20.21;14923.69
20.21;14939.68
20.21;14923.69
20.21;14923.69
20.21;14907.69
20.21;14923.69
20.21;14907.69
20.21;14891.69
20.27;14891.69
20.27;14875.7
20.27;14875.7
20.27;14907.69
20.27;14891.69
20.27;14907.69
20.27;14907.69
20.27;14939.68
20.27;14939.68
20.27;14939.68
20.27;14955.68
20.27;14955.68
20.33;14923.69
20.33;14923.69
20.33;14939.68
20.33;14939.68
20.33;14939.68
20.33;14955.68
20.33;14939.68
20.33;14955.68
20.33;14955.68
20.38;14939.68
20.38;14939.68
20.38;14955.68
20.38;14939.68
20.38;14955.68
20.38;14939.68
20.38;14955.68
20.38;14939.68
20.38;14955.68
20.38;14939.68
20.38;14955.68
20.38;14939.68
20.38;14955.68
20.38;14955.68
20.44;14939.68
20.44;14939.68
20.44;14955.68
20.44;14939.68
20.44;14971.67
20.44;14939.68
20.44;14971.67
20.44;14955.68
20.44;14971.67
20.44;14939.68
20.44;14971.67
20.44;14955.68
20.44;14971.67
20.44;14971.67
20.44;14971.67
20.44;14971.67
20.5;14955.68
20.5;14955.68
20.5;14939.68
20.5;14939.68
20.5;14971.67
20.5;14955.68
20.5;14971.67
20.5;14955.68
20.5;14987.67
20.5;14987.67
20.5;15003.66
20.5;14987.67
20.55;14971.67
20.55;14971.67
20.55;14971.67
20.55;14971.67
20.55;14987.67
20.55;14955.68
20.55;14987.67
20.55;14955.68
20.55;14971.67
20.55;14971.67
20.55;14971.67
20.61;14955.68
20.61;14955.68
20.61;14955.68
20.61;14987.67
20.61;14955.68
